municipio,curso,grau,eixo,ofertado_prosel_2026,vagas_regulares,D4_demanda_municipal,demanda_composta,necessidade_norm,aderencia_setorial,concorrencia_norm,nivel_concorrencia,n_ies_presenciais,n_cursos_concorrentes,II,IE,IP,prioridade_final,decisao_final,categoria_decisao,ip_alto,demanda_razoavel,plausivel_implantacao,plausivel_expansao,classificacao_final
Barcarena,Ciências Biológicas,Licenciatura,EDUCACAO,False,0,0.44969029,0.546568513701711,0.6918858492542775,0.45,0.9047619047619048,Média,2,0,0.6531324926145589,0.5106285305988354,0.6531324926145589,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Engenharia Florestal,Bacharelado,ENGENHARIA_TEC,False,0,0.44969029,0.4750084137914044,0.5129855994785112,0.95,0.9047619047619048,Média,2,0,0.6869394001975253,0.4498024456750747,0.6869394001975253,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Letras - Língua Inglesa,Licenciatura,EDUCACAO,False,0,0.44969029,0.546568513701711,0.6918858492542775,0.45,0.9047619047619048,Média,2,0,0.6531324926145589,0.5106285305988354,0.6531324926145589,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Tecnologia de Alimentos,Tecnólogo,ENGENHARIA_TEC,False,0,0.44969029,0.4750084137914044,0.5129855994785112,0.95,0.9047619047619048,Média,2,0,0.6869394001975253,0.4498024456750747,0.6869394001975253,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Pedagogia,Licenciatura,EDUCACAO,False,0,0.44969029,0.546568513701711,0.6918858492542775,0.45,0.9047619047619048,Média,2,0,0.6531324926145589,0.5106285305988354,0.6531324926145589,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Educação Física (Licenciatura),Licenciatura,EDUCACAO,False,0,0.44969029,0.546568513701711,0.6918858492542775,0.45,0.9047619047619048,Média,2,0,0.6531324926145589,0.5106285305988354,0.6531324926145589,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Filosofia,Licenciatura,EDUCACAO,False,0,0.44969029,0.546568513701711,0.6918858492542775,0.45,0.9047619047619048,Média,2,0,0.6531324926145589,0.5106285305988354,0.6531324926145589,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Ciências Sociais,Licenciatura,EDUCACAO,False,0,0.44969029,0.546568513701711,0.6918858492542775,0.45,0.9047619047619048,Média,2,0,0.6531324926145589,0.5106285305988354,0.6531324926145589,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Matemática,Licenciatura,EDUCACAO,False,0,0.44969029,0.546568513701711,0.6918858492542775,0.45,0.9047619047619048,Média,2,0,0.6531324926145589,0.5106285305988354,0.6531324926145589,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Barcarena,Design,Bacharelado,GESTAO_NEGOCIOS,False,0,0.44969029,0.4750084137914044,0.5129855994785112,0.55,0.9047619047619048,Média,2,0,0.6069394001975253,0.4498024456750747,0.6069394001975253,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
